2604	2155	47	21
2558	2112	45	14
2448	2113	45	13
2497	2175	45	15
2463	2143	48	10
2539	2045	36	15
2433	2070	39	16
2471	2074	35	18
2420	2120	41	9
2564	2106	46	6
2535	2221	49	12
2521	2118	42	18
2538	2146	38	21
2380	2076	39	18
2441	2122	37	12
2434	2122	55	12
2531	2083	48	9
2511	2115	51	10
2408	2078	43	18
2483	2065	55	10
2463	2092	48	11
2551	2102	46	17
2390	2150	41	12
2569	1947	42	22
2498	2233	35	16
2503	2189	43	8
2450	2098	48	17
2546	2087	44	14
2464	2129	44	16
2496	2111	43	15
2526	2110	49	10
2447	2137	47	21
2393	2093	46	15
2498	2171	55	14
2601	2087	40	17
2508	2091	40	15
2431	2120	45	11
2415	2055	44	15
2504	2059	47	17
2550	2070	53	16
2478	2052	45	17
2428	2094	43	16
2452	2157	44	14
2520	2089	46	10
2431	2206	43	11
2516	2191	55	10
2487	2085	53	13
2439	2118	39	11
2506	2056	46	21
2460	2036	36	21
