2236	2247	55	30	10
2273	2258	82	44	10
2196	2266	84	23	10
2241	2257	63	42	10
2198	2336	83	37	10
2217	2327	56	31	10
2284	2249	62	42	10
2172	2301	84	31	10
2283	2322	71	36	10
2163	2249	68	48	10
2224	2295	71	35	10
2228	2237	60	28	10
2343	2321	63	38	10
2250	2356	70	25	10
2297	2243	60	20	10
2259	2297	63	25	10
2278	2261	67	42	10
2334	2229	60	27	10
2259	2356	76	39	10
2266	2246	70	38	10
2134	2318	66	28	10
2224	2248	61	30	10
2173	2285	62	28	10
2224	2271	51	36	10
2215	2241	63	30	10
2235	2296	61	25	10
2281	2397	63	32	10
2298	2292	68	24	10
2174	2308	65	34	10
2202	2279	70	28	10
2158	2312	66	31	10
2241	2318	59	38	10
2278	2240	63	36	10
2260	2305	68	33	10
2237	2265	63	30	10
2196	2290	74	38	10
2208	2324	61	34	10
2183	2255	58	28	10
2227	2275	64	33	10
2125	2212	70	32	10
2165	2316	63	29	10
2214	2219	69	39	10
2135	2299	70	31	10
2179	2317	82	34	10
2198	2294	78	33	10
2174	2332	51	29	10
2204	2321	51	44	10
2231	2163	63	40	10
2208	2391	49	36	10
2201	2283	59	31	10
