2109	2351	73	41
2229	2236	88	39
2224	2378	66	33
2236	2254	73	44
2237	2243	77	38
2234	2300	71	30
2236	2302	63	37
2281	2335	82	45
2232	2238	89	41
2225	2329	72	55
2199	2284	92	43
2115	2237	77	43
2275	2209	91	32
2307	2286	82	42
2251	2232	79	41
2152	2324	86	33
2237	2340	81	47
2204	2167	89	37
2211	2339	88	42
2203	2357	68	47
2272	2252	73	42
2162	2285	76	42
2202	2313	66	30
2285	2252	70	40
2233	2388	83	50
2232	2318	57	39
2232	2261	79	35
2288	2278	94	43
2274	2314	66	35
2183	2197	64	41
2192	2306	89	37
2198	2272	81	42
2180	2260	88	38
2135	2214	68	25
2198	2317	69	46
2329	2210	91	43
2219	2372	82	37
2264	2281	77	21
2280	2307	69	33
2274	2276	76	54
2170	2220	80	38
2234	2172	63	36
2200	2264	76	45
2124	2183	73	47
2303	2266	89	42
2214	2169	86	37
2165	2312	86	47
2192	2256	76	32
2205	2231	68	30
2204	2323	73	44
