2369	2270	23	20
2296	2230	28	19
2308	2276	26	15
2356	2232	26	14
2335	2258	28	20
2318	2268	27	16
2290	2312	22	16
2309	2309	41	19
2392	2289	23	14
2329	2271	25	11
2370	2287	20	14
2361	2325	32	21
2320	2306	30	18
2350	2200	25	21
2325	2224	24	15
2328	2278	27	21
2349	2319	23	11
2340	2268	25	24
2369	2291	25	19
2303	2286	19	14
2269	2305	23	9
2351	2307	25	22
2326	2229	26	23
2345	2273	28	21
2346	2244	24	14
2337	2283	27	15
2366	2193	24	20
2424	2224	26	16
2278	2323	29	16
2313	2238	28	14
2338	2295	31	23
2300	2357	26	23
2398	2288	34	19
2364	2262	28	17
2249	2332	30	13
2322	2284	27	19
2340	2224	40	14
2346	2271	24	14
2387	2308	25	11
2282	2350	25	20
2235	2318	22	22
2429	2272	11	29
2297	2300	23	14
2357	2233	20	15
2419	2286	30	17
2395	2241	22	13
2342	2285	22	23
2378	2241	21	19
2297	2262	27	21
2347	2271	32	19
