256	1325	23493	75000
233	1374	23283	75178
258	1377	23276	75124
258	1302	23491	74816
247	1309	23469	75275
242	1354	23384	74822
273	1346	23220	75050
257	1358	23352	75725
279	1321	23241	75134
256	1360	23361	74810
255	1346	23428	74989
287	1316	23697	74934
282	1381	23299	74863
239	1373	23173	75426
271	1356	23347	74785
264	1361	23395	75398
260	1359	23114	74998
261	1396	23234	74952
246	1355	23301	75217
247	1349	23040	74942
238	1351	23187	75311
281	1330	23105	74638
237	1372	23187	74896
252	1358	23545	74880
252	1329	23513	75416
252	1334	23117	75659
256	1400	23412	75468
233	1318	23410	74880
239	1316	23321	75086
260	1351	23445	75329
234	1351	23293	75239
245	1378	23127	75017
269	1374	23282	74909
247	1315	23458	75116
257	1275	23245	74838
272	1349	23163	75385
250	1352	23041	74459
255	1335	23245	74069
230	1344	23341	75006
230	1332	23547	75153
256	1356	23087	75178
269	1362	23287	75098
231	1342	23462	75195
266	1369	23206	74981
255	1395	23576	74845
242	1365	23264	75314
237	1343	23378	75158
260	1309	23301	75041
249	1383	23096	75211
248	1317	23508	74833
251	1328	23393	75186
283	1377	23245	74655
250	1399	23401	75274
230	1326	23273	74807
249	1333	23159	74760
269	1346	23418	74833
252	1364	23389	74996
258	1378	23530	75378
275	1328	23413	75102
272	1367	23369	75197
255	1287	23336	75083
270	1400	23487	74976
237	1306	23179	75663
276	1363	23077	75094
240	1366	23310	75070
274	1373	23554	75018
241	1316	23399	74790
274	1361	23429	75211
246	1324	23519	74665
255	1364	23388	75364
237	1421	23009	74925
257	1312	23079	74933
257	1378	23162	75285
244	1305	23294	75157
263	1301	23230	75192
255	1351	23160	74894
259	1331	23273	75097
245	1281	23443	75251
262	1390	23373	74960
259	1382	23415	74802
261	1350	23229	74968
278	1317	23466	75248
236	1329	23219	75231
248	1401	23254	75043
242	1332	23245	75417
234	1338	23471	75277
280	1428	23145	74888
260	1345	23413	75264
263	1378	23528	75431
268	1345	23351	75162
258	1368	23233	75151
244	1356	23505	75338
250	1323	23231	74604
240	1350	23267	74776
265	1432	23390	74956
260	1287	23547	75170
239	1299	23580	75309
238	1268	23321	74995
247	1334	23246	74964
227	1440	23406	74806
