40	3369	342	470
32	3619	365	442
27	3471	369	446
30	3440	433	416
36	3577	430	457
27	3578	397	445
42	3447	467	448
32	3569	388	414
37	3535	396	417
36	3498	382	469
25	3604	407	437
40	3619	396	455
29	3611	406	467
27	3529	427	412
38	3548	386	413
25	3401	415	416
31	3516	378	412
28	3545	394	441
45	3630	420	440
21	3497	415	422
30	3596	364	429
39	3533	424	498
31	3560	394	442
27	3654	404	403
29	3512	414	465
30	3499	399	391
31	3438	404	444
28	3551	396	459
32	3524	389	457
32	3509	441	432
22	3653	371	431
26	3513	407	433
42	3570	412	419
31	3501	392	411
24	3527	398	398
28	3572	402	428
39	3626	407	389
41	3536	408	441
30	3477	384	446
36	3600	359	454
24	3501	401	403
31	3540	382	441
38	3538	410	440
29	3548	379	431
40	3525	382	409
32	3530	386	453
41	3620	405	427
38	3588	385	404
28	3612	398	459
