3755	62	548	566
3707	61	546	592
3666	53	559	572
3595	70	575	549
3603	78	535	591
3563	71	555	547
3703	71	533	589
3655	61	581	515
3628	66	541	582
3607	80	584	555
3658	67	578	549
3683	60	531	552
3632	67	582	582
3589	61	539	569
3638	56	527	533
3544	57	613	562
3670	80	600	554
3772	59	567	589
3571	49	556	587
3651	48	594	582
3624	63	563	559
3579	79	556	582
3746	67	589	522
3599	59	545	561
3670	55	554	584
3537	59	558	527
3701	75	604	543
3710	66	538	578
3572	76	567	561
3670	64	588	569
3641	69	570	528
3734	72	564	541
3682	58	575	547
3603	74	551	586
3670	58	596	520
3564	65	555	555
3763	67	564	560
3653	84	572	545
3571	58	572	585
3565	77	580	572
3571	61	577	543
3605	70	554	569
3619	65	536	589
3473	64	540	546
3600	67	559	543
3737	67	551	546
3553	67	585	567
3669	74	593	575
3686	62	551	568
