4522	4	201	224
4510	3	185	226
4371	4	203	196
4409	6	216	195
4432	5	208	218
4557	3	194	209
4582	1	230	208
4495	3	227	219
4590	9	213	198
4542	3	214	197
4566	5	190	197
4528	4	232	205
4561	6	213	224
4475	5	201	182
4530	3	242	209
4542	4	220	207
4570	6	214	214
4517	3	219	203
4564	3	229	214
4555	6	197	187
4552	4	231	216
4591	5	208	207
4481	5	207	205
4467	10	208	207
4393	4	196	205
4476	2	180	207
4583	3	193	230
4525	3	206	196
4504	4	191	202
4479	10	204	192
4465	2	209	195
4612	6	225	213
4517	6	208	177
4452	3	206	207
4572	2	204	188
4504	3	219	201
4527	5	210	181
4471	7	221	199
4556	3	206	222
4491	6	221	205
4462	4	223	222
4515	1	215	200
4450	4	197	207
4602	2	230	199
4545	2	211	181
4517	5	207	181
4541	3	241	189
4562	10	215	218
4465	1	254	200
