2209	2219	85	41
2207	2216	98	51
2216	2277	71	48
2283	2253	90	45
2217	2239	77	56
2192	2212	72	34
2210	2193	72	46
2250	2264	80	35
2236	2257	82	56
2156	2270	78	41
2252	2194	93	30
2216	2278	71	41
2197	2230	69	43
2231	2212	86	35
2247	2231	72	49
2200	2166	80	44
2223	2241	97	42
2218	2191	78	51
2205	2252	80	45
2268	2194	73	50
2159	2242	72	45
2168	2292	82	37
2166	2194	73	35
2221	2358	94	65
2074	2182	82	38
2265	2267	92	32
2206	2212	84	36
2255	2151	73	44
2177	2227	76	32
2213	2302	80	50
2241	2214	77	47
2217	2270	84	49
2191	2225	92	51
2249	2173	86	42
2304	2235	73	51
2280	2249	98	49
2195	2269	82	52
2227	2232	95	38
2204	2132	81	53
2223	2241	91	50
2218	2282	100	47
2238	2192	85	52
2182	2227	85	35
2238	2241	82	42
2184	2160	82	46
2131	2240	63	53
2168	2286	99	42
2194	2298	74	46
2150	2254	68	49
2302	2203	84	43
2262	2229	78	50
2269	2263	91	44
2188	2238	96	46
2158	2188	76	50
2270	2209	79	42
2174	2293	94	45
2160	2226	79	47
2306	2211	85	43
2305	2232	77	45
2257	2164	78	38
2209	2231	75	33
2253	2184	79	46
2263	2320	75	36
2260	2335	81	39
2272	2178	83	48
2227	2224	82	45
2175	2172	91	48
2219	2191	79	36
2265	2237	89	43
2168	2294	81	62
2161	2280	65	33
2235	2243	93	50
2256	2163	88	39
2260	2237	93	40
2207	2314	88	47
2199	2252	97	53
2305	2216	86	43
2198	2202	77	40
2314	2248	72	44
2169	2293	100	40
2157	2201	92	55
2300	2242	94	47
2202	2207	94	54
2195	2241	80	41
2297	2177	61	56
2214	2205	93	55
2239	2265	85	43
2263	2234	79	44
2206	2231	86	44
2211	2285	79	33
2281	2239	92	49
2229	2294	90	42
2186	2152	96	31
2337	2235	74	43
2318	2201	85	41
2272	2182	94	42
2093	2282	82	65
2217	2225	87	50
