989	1227	1089	1190
1044	1213	1102	1168
1001	1194	1184	1209
1026	1172	1142	1167
980	1110	1115	1179
1035	1192	1186	1170
1041	1169	1122	1153
1065	1194	1157	1154
984	1221	1071	1133
1051	1194	1191	1250
1001	1178	1189	1157
1018	1144	1159	1190
1027	1189	1171	1109
1062	1139	1144	1167
971	1166	1114	1093
1007	1249	1108	1154
1101	1192	1135	1147
1008	1195	1161	1160
1076	1170	1195	1084
993	1162	1096	1142
1078	1187	1110	1145
1033	1151	1195	1176
1045	1199	1168	1172
998	1204	1178	1104
1002	1193	1076	1145
1014	1131	1131	1096
1011	1172	1142	1113
1032	1216	1182	1116
1114	1199	1149	1143
1000	1219	1165	1155
1047	1214	1157	1123
970	1221	1165	1159
1004	1204	1096	1161
1067	1213	1163	1148
978	1115	1116	1185
1014	1148	1130	1174
980	1151	1184	1141
1020	1147	1210	1199
1089	1219	1101	1118
1005	1195	1098	1216
1049	1166	1173	1177
996	1161	1228	1150
1010	1166	1197	1180
1000	1228	1115	1175
1034	1149	1125	1136
1034	1203	1085	1159
992	1197	1194	1172
1045	1181	1167	1135
1021	1157	1117	1091
992	1194	1114	1147
986	1158	1248	1114
1058	1162	1120	1152
989	1194	1158	1136
1020	1188	1125	1140
1011	1209	1138	1217
1067	1129	1185	1186
1045	1188	1133	1128
951	1206	1154	1150
1035	1164	1106	1153
1080	1115	1129	1156
1009	1210	1075	1192
1025	1171	1168	1109
995	1200	1252	1217
1016	1247	1167	1145
1002	1261	1147	1127
1044	1184	1182	1139
1054	1156	1196	1139
1041	1168	1164	1251
1004	1203	1183	1117
1042	1153	1150	1104
1058	1166	1110	1156
1023	1163	1146	1131
991	1176	1085	1087
1069	1105	1146	1160
1070	1175	1211	1179
1033	1259	1058	1231
1034	1194	1205	1193
1033	1160	1143	1131
994	1168	1147	1154
1104	1151	1142	1156
1023	1157	1109	1115
990	1156	1197	1189
1006	1180	1220	1164
1014	1248	1170	1123
1039	1183	1172	1119
1037	1220	1206	1109
1043	1165	1145	1182
977	1174	1141	1146
981	1171	1196	1165
1063	1213	1104	1180
996	1198	1227	1099
1054	1200	1169	1120
1038	1192	1116	1163
988	1164	1115	1131
1003	1195	1161	1174
995	1156	1246	1120
1012	1163	1115	1155
965	1157	1142	1184
