# Quantenoptiklabor: Experiment Interferenz und Energiekorrelation
# Messung vom 28.09.2008, 08:15 Uhr
# Datenaufnahme: Pro Datenpunkt 10 Messungen mit 1s: Mittelwert und Standardabweichung
# Didaktik der Physik, Universität Erlangen
# Lab-User: P. Bronner

#Aufnahme der Koinzidenzen von Trigger&Transmittiert + Trigger&Reflektiert

#Achsenbeschriftung:
# Weg [nm]	Einzelereignisse [Hz]	Stab Einzel [Hz]	Koinz [Hz]	Stab Koinz [Hz]

20897	31802,6	262,0	1312,4	102,4
20897	31921,2	160,9	1509,8	86,9
20897	32134,5	113,1	1595,8	48,3
20897	32092,4	197,1	1733,4	49,7
20897	32072,8	171,1	1795,9	70,2
20897	31982,0	287,8	1917,9	88,9
20897	31956,2	168,7	1982,8	73,8
20897	31771,7	239,1	2197,2	60,5
20897	31878,0	194,9	2265,8	78,1
20897	31585,6	121,2	2342,7	52,3
20897	31354,9	148,9	2550,9	90,9
20897	31070,9	164,5	2654,5	51,6
20897	31103,0	251,5	2653,8	66,1
20897	30864,0	189,2	2740,1	76,9
20897	30594,0	172,3	2808,9	61,1
20897	30392,7	208,8	2875,3	51,4
20897	30054,0	208,7	2974,7	49,3
20897	29818,7	202,8	2976,2	37,5
20897	29471,5	185,2	3080,2	103,5
20897	29434,3	495,5	3056,4	97,5
20897	28764,7	219,4	3193,0	54,7
20897	28338,9	330,4	3172,0	41,5
20897	28401,6	246,9	3173,8	70,0
20897	28426,1	176,5	3206,0	62,0
20897	27643,8	414,0	3211,3	54,4
20897	27659,7	273,2	3180,9	36,8
20897	27127,3	304,0	3171,5	38,3
20897	26986,5	295,6	3174,8	77,9
20897	26595,5	250,6	3154,7	72,9
20897	26339,1	195,0	3076,5	42,2
20897	26200,7	131,7	3057,5	72,5
20897	25970,8	217,5	3017,9	64,4
20897	25621,0	181,9	2955,3	54,1
20897	25398,7	135,0	2853,9	60,1
20897	25251,3	149,5	2803,7	45,6
20897	25083,6	205,4	2686,1	73,8
20897	24947,5	187,4	2639,4	104,6
20897	24910,4	124,6	2637,9	64,9
20897	24623,5	257,9	2465,2	80,8
20897	24650,1	118,0	2429,1	42,0
20897	24529,5	143,6	2296,7	70,0
20897	24571,1	100,0	2230,2	74,6
20897	24529,5	101,2	2065,0	79,6
20897	24320,8	177,5	1983,7	51,7
20897	24490,2	116,6	1830,5	92,8
20897	24439,8	159,5	1807,7	98,0
20897	24444,4	154,2	1665,5	66,8
20897	24525,8	150,3	1580,1	98,1
20897	24842,3	164,6	1347,5	74,4
20897	24844,6	122,7	1366,0	74,8
20897	24889,1	169,7	1270,7	63,5
20897	25131,4	128,3	1139,1	81,8
20897	25254,2	177,1	1030,8	100,3
20897	25415,2	175,9	998,0	88,9
20897	25730,2	207,1	871,0	53,0
20897	25938,0	181,1	812,6	76,6
20897	26138,6	201,4	741,0	38,8
20897	26509,1	364,4	635,0	52,3
20897	26688,2	181,2	620,6	29,3
20897	26910,6	348,1	577,2	36,4
20897	27181,8	176,5	526,4	42,7
20897	27371,0	212,1	494,0	25,0
20897	27754,3	197,5	454,9	19,7
20897	27767,3	199,1	449,7	13,5
20897	28023,3	223,6	435,2	18,8
20897	28485,0	277,7	460,7	16,7
20897	28775,0	131,8	457,7	27,0
20897	29027,4	217,4	470,1	22,5
20897	29042,1	387,4	485,2	41,6
20897	29235,4	294,2	510,6	51,7
20897	29602,7	254,6	553,9	62,4
20897	29794,8	172,0	589,0	31,1
20897	29951,5	210,5	668,1	34,6
20897	30078,3	176,6	707,4	43,2
20897	30294,1	115,5	745,7	25,8
20897	30356,8	205,7	841,8	30,0
20897	30495,8	186,5	864,2	30,2
20897	30485,8	252,8	886,7	75,8
20897	30619,3	221,5	982,2	62,0
20897	30778,1	143,9	1221,8	94,3
20897	30840,0	216,6	1271,3	49,9
20897	30846,0	211,2	1359,4	59,2
20897	30835,6	197,9	1452,1	72,7
20897	30855,8	160,5	1582,1	68,5
20897	30825,3	199,0	1670,1	36,8
20897	30706,2	160,9	1709,7	63,3
20897	30750,0	207,3	1848,8	78,1
20897	30649,2	138,4	1961,4	74,1
20897	30501,2	164,4	2090,7	49,3
20897	30414,2	290,7	2186,4	102,7
20897	30365,4	209,9	2209,6	70,2
20897	30067,5	261,6	2371,9	88,7
20897	30023,0	147,6	2436,3	81,8
20897	29718,2	187,2	2586,3	50,7
20897	29569,3	171,7	2662,1	48,3
20897	29420,4	170,5	2735,6	78,2
20897	29195,7	225,9	2861,4	70,5
20897	28965,1	182,6	2868,1	65,1
20897	28928,1	146,5	2914,4	48,5
20897	28599,3	145,1	2990,2	43,1
20897	28379,3	339,8	3017,0	58,5
20897	28179,3	224,1	3102,7	70,6
20897	28014,0	218,5	3121,2	67,3
20897	27842,7	198,3	3104,8	68,6
20897	27709,5	294,8	3142,4	70,7
20897	27287,7	124,5	3177,4	75,8
20897	27212,3	125,0	3198,4	47,9
20897	26979,2	119,0	3164,1	42,9
20897	26720,0	144,0	3142,7	53,2
20897	26621,4	248,8	3132,2	82,8
20897	26612,9	211,1	3144,9	65,1
20897	26353,4	258,2	3069,8	58,6
20897	26215,9	286,2	3050,3	49,0
20897	26062,1	186,1	3003,1	64,8
20897	26177,3	116,3	3042,1	52,7
20897	25815,6	213,6	2857,8	89,2
20897	25809,0	91,2	2852,8	58,9
20897	25607,6	204,8	2769,5	66,0
20897	25610,8	181,2	2648,4	58,3
20897	25581,6	177,3	2658,0	111,3
20897	25431,6	150,4	2462,7	102,1
20897	25497,8	146,0	2392,4	60,6
20897	25460,3	133,0	2387,1	50,8
20897	25448,2	221,6	2285,3	94,2
20897	25330,5	178,9	2146,4	99,4
20897	25512,9	153,9	2062,9	54,1
20897	25531,8	184,1	1950,6	57,1
20897	25656,8	124,7	1761,0	91,8
20897	25619,2	176,1	1706,5	72,0
20897	25751,5	234,5	1606,5	64,6
20897	25952,1	211,3	1504,9	65,5
20897	26079,1	179,3	1366,7	69,9
20897	26181,7	170,0	1317,4	75,6
20897	26312,0	184,2	1190,5	80,8
20897	26445,8	217,5	1106,0	81,6
20897	26538,9	169,9	1061,8	62,5
20897	26832,4	184,1	960,9	56,0
20897	26885,9	158,2	867,5	47,2
20897	27002,4	216,5	787,1	44,8
20897	27307,1	157,5	726,1	36,1
20897	27478,1	153,7	660,5	29,1
20897	27612,9	278,6	629,9	46,4
20897	27910,5	188,3	581,6	19,4
20897	28042,1	140,6	529,5	40,6
20897	28103,9	144,0	507,3	22,7
20897	28501,9	221,6	475,2	16,5
20897	28594,3	137,0	475,8	13,9
20897	28773,8	174,8	463,5	27,0
20897	28826,6	176,9	468,5	22,3
20897	29181,9	251,2	491,7	22,5
20897	29236,8	227,7	514,2	18,7
20897	29316,0	149,7	523,9	21,1
20897	29389,5	169,0	562,3	32,0
20897	29511,0	211,4	600,4	36,8
20897	29738,8	174,4	667,2	26,8
20897	29741,6	181,8	721,5	50,2
20897	29874,9	218,0	805,3	69,2
20897	29803,9	134,5	873,1	46,2
20897	29893,4	132,3	989,8	51,6
20897	29901,8	138,2	1061,0	56,4
20897	29882,7	177,6	1246,6	82,4
20897	29909,6	186,5	1264,0	46,1
20897	29863,6	121,9	1257,6	58,8
20897	29855,8	221,1	1437,3	118,5
20897	29842,0	204,7	1542,7	76,7
20897	29700,5	164,3	1616,3	71,9
20897	29560,2	162,7	1684,6	125,4
20897	29563,2	166,4	1793,7	92,3
20897	29427,2	200,2	1875,7	86,5
20897	29460,9	229,4	1989,3	58,0
20897	29269,3	120,5	2089,9	78,8
20897	29169,6	172,1	2239,2	81,0
20897	29107,3	160,7	2269,3	71,4
20897	28912,8	132,0	2328,1	128,1
20897	28777,1	140,6	2551,2	63,6
20897	28748,2	213,2	2568,5	53,2
20897	28365,2	172,4	2712,4	47,5
20897	28335,6	203,6	2758,1	64,4
20897	28202,9	200,2	2742,7	62,3
20897	28017,3	75,1	2861,5	56,0
20897	28039,6	249,4	2902,5	29,4
20897	27738,9	180,5	2948,8	65,0
20897	27626,1	121,6	3018,5	57,7
20897	27535,3	179,6	3036,1	63,0
20897	27268,3	158,5	3084,8	49,2
20897	27191,2	149,3	3097,3	55,4
20897	27096,3	169,4	3122,2	80,6
20897	27001,5	194,7	3154,0	58,0
20897	26968,0	233,3	3175,3	74,5
20897	26823,7	198,7	3106,1	56,9
20897	26627,1	144,8	3105,7	48,4
20897	26479,9	254,0	3091,2	59,0
20897	26543,2	178,8	3098,3	64,6
20897	26483,8	142,6	3059,5	56,3
20897	26434,7	95,0	3008,2	47,5
20897	26399,4	205,4	2981,7	62,5
20897	26314,7	236,8	2914,3	93,0
20897	26359,8	128,4	2842,2	54,8
20897	26287,3	198,0	2760,1	72,1
20897	26267,8	151,1	2674,1	50,3
20897	26299,9	141,7	2650,7	84,0
20897	26260,8	140,3	2622,2	64,9
20897	26372,4	190,7	2529,5	41,6
20897	26258,3	132,1	2445,9	41,2
20897	26418,2	130,8	2313,9	52,1
20897	26336,5	187,4	2190,2	79,8
20897	26450,9	229,6	2145,5	87,2
20897	26650,0	218,6	1971,6	69,4
20897	26583,1	170,5	1912,2	37,5
20897	26777,9	163,8	1825,4	53,4
20897	26930,5	180,2	1730,7	100,3
20897	26960,8	153,2	1625,6	83,0
20897	26964,1	192,1	1485,0	53,7
20897	27176,6	114,8	1396,7	97,0
20897	27317,7	178,9	1317,1	51,3
20897	27366,4	139,6	1258,8	67,0
20897	27411,2	164,9	1148,7	77,6
20897	27563,2	192,2	1094,1	54,8
20897	27668,8	270,7	980,6	45,4
20897	27927,1	255,9	864,7	35,5
20897	27864,9	184,3	818,4	34,0
20897	28023,4	165,8	762,5	44,7
20897	28196,6	117,8	707,0	37,5
20897	28364,3	148,1	633,6	20,9
20897	28437,5	251,4	589,5	43,6
20897	28543,1	176,2	549,0	32,9
20897	28476,0	162,5	592,1	27,5
20897	28801,8	215,9	529,5	21,7
20897	28703,2	163,7	513,9	22,9
20897	28682,5	109,1	492,7	24,0
20897	28927,1	160,4	501,6	20,4
20897	28881,2	200,0	483,3	20,8
20897	29068,4	175,1	497,0	20,4
20897	29180,3	176,6	545,0	25,8
20897	29213,8	94,5	602,3	22,7
20897	29239,9	236,3	585,0	36,3
20897	29195,2	137,7	606,4	26,0
20897	29218,6	127,7	682,6	31,9
20897	29275,9	132,6	735,0	35,3
20897	29192,3	198,3	789,5	35,6
20897	29139,8	168,3	838,2	32,5
20897	29163,0	184,4	979,9	32,9
20897	29129,5	222,5	1007,2	50,2
20897	29031,8	178,1	1093,4	55,9
20897	28948,8	80,4	1226,6	73,8
20897	28987,9	170,8	1237,2	37,7
20897	28790,7	178,3	1362,0	44,7
20897	28722,2	178,6	1579,0	93,5
20897	28713,6	113,5	1526,9	81,3
20897	28607,0	129,0	1592,3	40,3
20897	28496,4	193,5	1710,6	71,4
20897	28437,5	116,4	1792,2	74,0
20897	28415,7	147,4	1892,5	78,3
20897	28189,5	248,5	2024,4	57,0
20897	28235,6	143,9	2014,3	112,5
20897	27960,8	94,6	2276,8	54,3
20897	27893,0	182,7	2329,1	69,8
20897	27851,2	230,2	2339,0	40,5
20897	27812,6	190,8	2436,5	66,7
20897	27681,4	210,6	2537,7	62,9
20897	27585,2	220,1	2593,6	80,1
20897	27499,0	172,2	2668,1	61,7
20897	27425,1	171,8	2780,3	48,2
20897	27144,9	112,0	2887,6	60,2
20897	27226,2	149,2	2954,1	42,9
20897	27147,4	166,2	2921,1	55,2
20897	26949,9	134,4	2934,3	50,4
20897	26939,0	168,4	3025,1	68,0
20897	26826,0	125,1	3071,8	47,7
20897	26898,0	229,9	3093,5	61,8
20897	26810,6	190,2	3071,9	41,8
20897	26741,0	200,8	3103,3	73,6
20897	26677,1	159,7	3097,2	61,8
20897	26805,5	131,9	3097,3	59,3
20897	26643,3	142,7	3052,2	79,5
20897	26627,3	229,1	3064,5	48,8
20897	26756,7	160,0	3064,2	59,4
20897	26730,5	111,2	3035,5	76,6
20897	26740,7	190,6	2919,5	82,8
20897	26667,6	154,4	2959,4	59,4
20897	26694,1	130,6	2931,2	85,2
20897	26813,9	102,8	2834,8	75,7
20897	26843,9	189,7	2786,2	63,4
20897	26843,6	123,6	2706,2	34,2
20897	27053,9	225,0	2606,6	34,1
20897	26981,8	144,4	2581,9	60,0
20897	27048,2	136,8	2460,6	68,3
20897	27140,8	214,6	2311,8	75,1
20897	27348,7	127,6	2258,5	62,2
20897	27355,9	264,8	2145,9	126,4
20897	27383,7	129,8	2131,4	79,0
20897	27423,8	170,8	2017,0	58,0
20897	27526,0	191,9	1959,3	44,8
20897	27725,8	156,0	1738,0	109,7
20897	27635,5	177,8	1760,0	100,9
20897	27781,7	201,1	1663,5	54,9
20897	27860,4	178,2	1541,4	61,4
20897	27813,0	202,2	1483,9	50,8
20897	28002,7	136,1	1385,2	62,1
20897	28203,8	178,9	1219,9	78,0
20897	28338,9	199,4	1142,6	47,0
20897	28241,4	110,1	1109,8	46,5
20897	28397,4	159,9	994,7	23,3
20897	28429,1	179,7	910,9	39,1
20897	28536,7	172,1	832,8	39,2
20897	28683,6	127,1	837,8	51,7
20897	28672,6	136,8	747,2	28,0
20897	28692,5	176,2	644,5	45,1
20897	28709,8	246,9	637,7	45,0
20897	28875,5	194,8	617,0	31,1
20897	28862,4	155,5	572,8	33,3
20897	28843,6	188,5	554,4	28,5
20897	28908,9	146,6	531,5	23,8
20897	28927,7	156,2	529,7	26,5
20897	28837,1	209,9	519,1	23,2
20897	28919,0	104,0	524,8	24,6
20897	28876,3	187,0	531,7	23,8
20897	28848,0	115,7	558,1	27,8
20897	28722,8	122,1	585,5	37,6
20897	28725,8	172,8	639,7	25,3
20897	28583,8	161,3	651,2	23,5
20897	28608,8	136,1	714,8	50,1
20897	28587,6	155,9	775,8	35,1
20897	28582,6	171,1	764,3	54,9
20897	28467,5	130,2	881,4	35,0
20897	28414,2	196,0	917,3	52,4
20897	28139,4	163,3	1076,3	110,6
20897	28154,5	211,7	1120,6	49,6
20897	28173,0	207,3	1190,3	77,5
20897	27962,4	157,5	1221,9	76,1
20897	27889,0	199,2	1318,1	81,7
20897	27834,3	174,5	1386,3	87,3
20897	27714,6	198,1	1566,3	142,6
20897	27546,9	194,0	1737,8	91,4
20897	27551,2	188,7	1734,1	66,0
20897	27327,3	226,4	1840,3	50,2
20897	27229,7	186,5	1912,8	57,3
20897	27181,7	68,6	2066,6	61,9
20897	27229,1	180,5	2142,1	47,3
20897	27026,4	142,1	2255,0	93,7
20897	26920,7	179,6	2343,4	61,7
20897	26834,2	107,8	2465,1	71,4
20897	26772,8	107,9	2467,7	68,7
20897	26832,1	93,7	2583,7	67,9
20897	26726,1	158,1	2567,0	59,8
20897	26700,2	135,3	2646,9	98,9
20897	26729,1	169,9	2821,6	61,7
20897	26662,3	140,0	2824,7	38,1
20897	26674,9	184,8	2836,6	23,9
20897	26604,5	186,1	2932,9	78,7
20897	26618,3	174,8	2977,0	27,3
20897	26526,8	170,3	2983,5	75,5
20897	26614,1	113,1	3027,5	34,7
20897	26607,4	205,3	3065,7	46,1
20897	26558,6	120,3	3075,3	87,1
20897	26808,6	145,9	3075,8	59,1
20897	26797,3	219,3	3074,8	49,8
20897	26705,2	191,8	3080,4	32,3
20897	26795,8	148,5	3055,3	48,7
20897	26877,1	210,8	3033,7	57,0
20897	26963,8	190,2	2994,3	70,5
20897	27055,5	141,0	2975,1	47,0
20897	27166,4	115,1	2904,8	55,7
20897	27153,5	75,4	2912,6	56,9
20897	27261,9	146,4	2825,5	62,4
20897	27373,2	217,3	2792,2	58,0
20897	27427,9	169,4	2736,8	51,8
20897	27528,3	130,5	2689,2	47,6
20897	27690,5	256,8	2585,6	60,1
20897	27646,2	126,7	2486,1	60,0
20897	27770,3	187,4	2443,1	67,6
20897	27898,6	143,1	2410,8	99,6
20897	28042,5	132,4	2290,1	95,2
20897	28211,2	164,9	2245,8	82,7
20897	28092,9	126,0	2131,1	54,2
20897	28235,9	205,3	2032,7	60,6
20897	28324,3	145,0	1907,8	70,3
20897	28307,6	212,7	1803,2	69,0
20897	28527,5	91,5	1683,8	121,8
20897	28612,4	223,9	1610,6	72,2
20897	28649,1	129,8	1625,9	101,1
20897	28696,7	123,1	1511,7	106,7
20897	28835,8	164,6	1319,5	75,9
20897	28878,0	114,9	1296,0	77,2
20897	28844,4	230,8	1224,5	38,8
20897	28846,1	196,7	1153,2	66,4
20897	28929,0	165,0	1066,9	60,3
20897	28954,4	162,6	967,7	67,7
20897	29038,4	252,1	931,6	25,7
20897	28924,2	157,3	827,7	61,3
20897	29081,7	201,1	753,8	43,2
20897	28928,5	123,9	713,7	49,2
20897	29026,8	191,9	677,2	24,0
20897	28951,0	126,7	620,3	32,7
20897	28798,3	171,3	571,8	32,9
20897	28887,7	181,0	595,3	40,1
20897	28949,2	172,6	586,5	26,4
20897	28741,9	113,6	528,9	20,6
20897	28739,9	167,8	539,0	14,6
20897	28655,7	248,7	547,2	28,2
20897	28544,7	171,2	572,7	15,4
20897	28462,0	221,7	576,5	25,9
20897	28424,8	205,1	619,4	39,1
20897	28360,1	184,3	644,8	41,5
20897	28276,8	198,0	628,4	24,5
20897	28261,6	125,0	698,1	37,6
20897	27959,0	122,6	737,6	38,4
20897	27921,9	169,2	817,3	49,9
20897	27859,1	153,3	854,7	41,6
20897	27621,0	124,1	980,0	37,8
20897	27561,0	192,8	1060,4	72,7
20897	27449,3	187,4	1131,1	31,8
20897	27357,2	126,1	1183,3	51,1
20897	27166,7	161,1	1311,9	96,1
20897	27149,6	152,6	1344,2	44,1
20897	27091,6	207,4	1387,8	56,2
20897	26885,7	185,8	1511,0	53,5
20897	26863,9	205,2	1640,5	86,6
20897	26781,4	248,1	1653,0	70,1
20897	26629,8	167,4	1807,6	88,6
20897	26567,1	118,6	1906,5	54,8
20897	26600,4	176,9	1996,1	80,0
20897	26340,0	174,3	2043,3	65,7
20897	26322,8	137,7	2179,2	68,9
20897	26272,2	195,3	2212,6	55,0
20897	26272,8	124,1	2349,5	110,5
20897	26221,1	171,2	2442,4	55,1
20897	26285,4	130,7	2523,9	54,9
20897	26235,1	113,3	2605,2	61,5
20897	26200,8	150,6	2666,6	59,1
20897	26420,0	116,8	2761,0	94,6
20897	26432,5	243,1	2773,2	69,8
20897	26384,4	298,3	2848,1	77,8
20897	26367,2	186,5	2877,4	48,5
20897	26425,0	221,7	2947,4	69,3
20897	26594,7	151,0	2958,3	49,3
20897	26637,9	169,0	2986,1	74,7
20897	26684,7	158,2	3040,7	39,9
20897	26697,2	177,6	3023,3	55,2
20897	26769,5	158,5	3087,2	52,0
20897	27015,2	165,1	3060,5	58,2
20897	27052,1	167,6	3038,9	50,5
20897	27039,0	240,9	2988,5	68,0
20897	27246,5	203,1	3004,2	46,7
20897	27375,2	209,2	2950,9	41,4
20897	27376,3	112,0	2946,1	79,7
20897	27519,0	189,4	2933,9	65,8
20897	27554,3	247,8	2915,8	69,9
20897	27711,8	175,2	2855,6	47,9
20897	27718,6	153,1	2806,2	56,4
20897	27995,9	172,2	2721,3	40,6
20897	28064,1	235,4	2665,7	54,2
20897	28105,1	114,4	2627,1	74,8
20897	28108,4	168,3	2596,0	58,1
20897	28300,5	150,6	2515,4	79,9
20897	28488,0	160,1	2374,4	56,2
20897	28582,8	212,2	2294,8	73,6
20897	28625,9	256,5	2192,3	35,9
20897	28695,0	173,1	2165,5	45,3
20897	28845,8	158,6	2071,3	110,5
20897	29004,5	184,0	1953,6	85,4
20897	28997,3	188,8	1912,8	74,6
20897	29136,7	126,1	1796,2	81,0
20897	29216,9	143,3	1593,5	91,6
20897	29191,1	219,8	1563,4	57,0
20897	29282,3	165,0	1439,7	60,5
20897	29257,0	166,0	1427,6	20,4
20897	29268,2	168,3	1348,6	63,4
20897	29346,3	144,7	1275,8	70,9
20897	29326,9	108,2	1158,3	54,4
20897	29355,1	214,7	1073,3	60,0
20897	29342,3	162,6	1044,9	49,4
20897	29335,2	158,5	982,6	21,4
20897	29330,3	138,8	947,4	45,0
20897	29194,9	174,5	863,3	51,0
20897	29185,7	129,2	766,8	56,6
20897	29191,9	175,8	785,6	42,2
20897	29092,7	177,6	717,5	31,7
20897	28966,7	239,2	661,4	27,1
20897	28938,7	229,7	628,9	35,5
20897	28828,0	190,4	605,6	30,1
20897	28825,7	196,5	587,9	37,9
20897	28740,0	178,2	592,7	22,6
20897	28530,3	157,8	575,1	17,9
20897	28491,2	288,4	570,0	13,2
20897	28197,8	179,0	593,2	23,4
