date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:53	3704/3704	---M--	200	added ('OK')	image/jpeg	etag:%22e78-44cc727c0eb00%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/VerschraenkungI2.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/VerschraenkungI2.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:53	21470/21470	---M--	200	added ('OK')	image/jpeg	etag:%2253de-46b845f442840%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/ohneV.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/ohneV.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:53	123472/123472	---M--	200	added ('OK')	image/jpeg	etag:%221e250-44cb45f726780%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Fluoreszenz.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Fluoreszenz.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:53	9405/9405	---M--	200	added ('OK')	image/jpeg	etag:%2224bd-44d1759061500%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Verschraenk1.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Verschraenk1.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:54	27987/27987	---M--	200	added ('OK')	image/jpeg	etag:%226d53-46b84600a8580%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/mitV.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/mitV.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:54	53501/53501	---M--	200	added ('OK')	image/jpeg	etag:%22d0fd-44df73669b200%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/KristallII5.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/KristallII5.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:54	46375/46375	---M--	200	added ('OK')	image/jpeg	etag:%22b527-44df77bf8b3c0%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Kwiat-Detail.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Kwiat-Detail.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:54	11729/11729	---M--	200	added ('OK')	image/jpeg	etag:%222dd1-44cb6cd5c9c00%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/zweiter-Ring.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/zweiter-Ring.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:54	14981/14981	---M--	200	added ('OK')	image/jpeg	etag:%223a85-44cb6cd5c9c00%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/erster-Ring.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/erster-Ring.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:55	17765/17765	---M--	200	added ('OK')	image/jpeg	etag:%224565-44cb6cd5c9c00%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Beide-Ringe.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Beide-Ringe.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
